policy_id,section_number,category,policy_type,requirement_level,natural_language,original_text,references,has_references
HIPAA-0899,160.202(i),General Provisions,Requirement,N/A,"Of this section must pr ominently post the change or its r evised notice on its web site by the effectiv e date of the material change to the notice, and provide the r evised notice, or information about the material change and how to obtain the r evised notice, in its next annual mailing to individuals then covered by the plan.","of this section must pr ominently post the change or its r evised notice on its web site by the effectiv e date of the material change to the notice, and provide the r evised notice, or information about the material change and how to obtain the r evised notice, in its next annual mailing to individuals then covered by the plan.",,No
HIPAA-0900,160.202(i),General Provisions,Requirement,N/A,(B)A health plan that does not post its notice on a web site pursuant toparagraph.,(B)A health plan that does not post its notice on a web site pursuant toparagraph.,,No
HIPAA-0901,160.202(i),General Provisions,Requirement,N/A,"Of this section must provide the r evised notice, or information about the material change and how to obtain the r evised notice, to individuals then covered by the plan within 60 da ys of the material r evision to the notice.","of this section must provide the r evised notice, or information about the material change and how to obtain the r evised notice, to individuals then covered by the plan within 60 da ys of the material r evision to the notice.",,No
HIPAA-0902,160.202(2),General Provisions,Requirement,N/A,Specific requirements for cer tain covered health care providers.,Specific requirements for cer tain covered health care providers.,,No
HIPAA-0903,160.202(2),General Provisions,Requirement,N/A,A covered health care provider that has a dir ect treatment relationship with an individual must:.,A covered health care provider that has a dir ect treatment relationship with an individual must:.,,No
HIPAA-0904,160.202(i),General Provisions,Requirement,N/A,"Provide the notice: (A)No later than the date of the first service deliv ery, including service deliv ered electronically , to such individual after the compliance date for the covered health care provider; or (B)In an Emergency treatment situation, as soon as r easonably pr acticable after the Emergency treatment situation.","Provide the notice: (A)No later than the date of the first service deliv ery, including service deliv ered electronically , to such individual after the compliance date for the covered health care provider; or (B)In an Emergency treatment situation, as soon as r easonably pr acticable after the Emergency treatment situation.",,No
HIPAA-0905,160.202(ii),General Provisions,Requirement,N/A,"Except in an Emergency treatment situation, mak e a good faith effor t to obtain a written acknowledgmentof r eceiptof the notice provided in accor dance with paragraph.","Except in an Emergency treatment situation, mak e a good faith effor t to obtain a written acknowledgmentof r eceiptof the notice provided in accor dance with paragraph.",,No
HIPAA-0906,160.202(i),General Provisions,Requirement,N/A,"Of this section, and if notobtained, document its good faith effor ts to obtain such acknowledgment and the r eason why the acknowledgment was notobtained;.","of this section, and if notobtained, document its good faith effor ts to obtain such acknowledgment and the r eason why the acknowledgment was notobtained;.",,No
HIPAA-0907,160.202(iii),General Provisions,Requirement,N/A,If the covered health care provider maintains a physical service deliv ery site: (A)Have the notice a vailable at the service deliv ery site for individuals to request to tak e with them; and (B)Post the notice in a clear and pr ominent location where it is reasonable to expect individuals seeking service from the covered health care provider to be able to read the notice; and45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,If the covered health care provider maintains a physical service deliv ery site: (A)Have the notice a vailable at the service deliv ery site for individuals to request to tak e with them; and (B)Post the notice in a clear and pr ominent location where it is reasonable to expect individuals seeking service from the covered health care provider to be able to read the notice; and45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0908,160.202(iv),General Provisions,Requirement,N/A,"Whene ver the notice is r evised, mak e the notice a vailable upon requeston or after the eff ectiv e date of the r evision and pr omptly comply with the requirements of paragraph.","Whene ver the notice is r evised, mak e the notice a vailable upon requeston or after the eff ectiv e date of the r evision and pr omptly comply with the requirements of paragraph.",,No
HIPAA-0909,160.202(i),General Provisions,Requirement,N/A,A covered entity that maintains a web site that provides information about the covered entity's customer services or benefits must pr ominently post its notice on the web site and mak e the notice a vailable electronically thr ough the web site.,A covered entity that maintains a web site that provides information about the covered entity's customer services or benefits must pr ominently post its notice on the web site and mak e the notice a vailable electronically thr ough the web site.,,No
HIPAA-0910,160.202(ii),General Provisions,Requirement,N/A,"A covered entity may provide the notice required by this section to an individual by e-mail, if the individual agrees to electronic notice and such agreement has not been withdr awn.","A covered entity may provide the notice required by this section to an individual by e-mail, if the individual agrees to electronic notice and such agreement has not been withdr awn.",,No
HIPAA-0911,160.202(ii),General Provisions,Requirement,N/A,"If the covered entity knows that the e-mail tr ansmission has failed, a paper cop y of the notice must be provided to the individual.","If the covered entity knows that the e-mail tr ansmission has failed, a paper cop y of the notice must be provided to the individual.",,No
HIPAA-0912,160.202(ii),General Provisions,Requirement,N/A,provision of electronic notice by the covered entity will satisfy the provision requirements of paragraph.,provision of electronic notice by the covered entity will satisfy the provision requirements of paragraph.,,No
HIPAA-0913,160.202(c),General Provisions,Requirement,N/A,Of this section when timely made in accor dance with paragraph.,of this section when timely made in accor dance with paragraph.,,No
HIPAA-0914,160.202(i),General Provisions,Requirement,N/A,"Of this section, if the first service deliv ery to an individual is deliv ered electronically , the covered health care provider must provide electronic notice automatically and contempor aneously in r esponse to the individual's first request for service.","of this section, if the first service deliv ery to an individual is deliv ered electronically , the covered health care provider must provide electronic notice automatically and contempor aneously in r esponse to the individual's first request for service.",,No
HIPAA-0915,160.202(iv),General Provisions,Requirement,N/A,The individual who is the r ecipientof electronic notice r etains the right to obtain a paper cop y of the notice from a covered entity upon request.,The individual who is the r ecipientof electronic notice r etains the right to obtain a paper cop y of the notice from a covered entity upon request.,,No
HIPAA-0916,160.202(d),General Provisions,Implementation Specification,N/A,S: Joint notice by separ ate covered entities.,Implementation specifications: Joint notice by separ ate covered entities.,,No
HIPAA-0917,160.202(d),General Provisions,Requirement,N/A,"Covered entities that par ticipate in or ganiz ed health care arrangements may comply with this section by a joint notice, provided that:.","Covered entities that par ticipate in or ganiz ed health care arrangements may comply with this section by a joint notice, provided that:.",,No
HIPAA-0918,160.202(1),General Provisions,Requirement,N/A,The covered entities par ticipating in the or ganiz ed health care arrangement agr ee to abide by the terms of the notice with r espect to protected health information created or received by the covered entity as par tof its par ticipation in the or ganiz ed health care arrangement;.,The covered entities par ticipating in the or ganiz ed health care arrangement agr ee to abide by the terms of the notice with r espect to protected health information created or received by the covered entity as par tof its par ticipation in the or ganiz ed health care arrangement;.,,No
HIPAA-0919,160.202(2),General Provisions,Implementation Specification,N/A,The joint notice meets the implementation specifications in paragraph.,The joint notice meets the implementation specifications in paragraph.,,No
HIPAA-0920,160.202(b),General Provisions,Requirement,N/A,"Of this section, except that the statements required by this section may be alter ed to reflect the fact that the notice co vers more than one covered entity; and.","of this section, except that the statements required by this section may be alter ed to reflect the fact that the notice co vers more than one covered entity; and.",,No
HIPAA-0921,160.202(i),General Provisions,Requirement,N/A,"Describes with reasonable specificity the covered entities, or class of entities, to which the joint notice applies;.","Describes with reasonable specificity the covered entities, or class of entities, to which the joint notice applies;.",,No
HIPAA-0922,160.202(ii),General Provisions,Requirement,N/A,"Describes with reasonable specificity the service deliv ery sites, or classes of service deliv ery sites, to which the joint notice applies; and.","Describes with reasonable specificity the service deliv ery sites, or classes of service deliv ery sites, to which the joint notice applies; and.",,No
HIPAA-0923,160.202(iii),General Provisions,Requirement,N/A,"If applicable, states that the covered entities par ticipating in the or ganiz ed health care arrangement will share protected health information with each other , as necessary to carry out treatment, payment, or health care oper ations relating to the or ganiz ed health care arrangement.","If applicable, states that the covered entities par ticipating in the or ganiz ed health care arrangement will share protected health information with each other , as necessary to carry out treatment, payment, or health care oper ations relating to the or ganiz ed health care arrangement.",,No
HIPAA-0924,160.202(3),General Provisions,Implementation Specification,N/A,The covered entities included in the joint notice must provide the notice to individuals in accor dance with the applicable implementation specifications of paragraph.,The covered entities included in the joint notice must provide the notice to individuals in accor dance with the applicable implementation specifications of paragraph.,,No
HIPAA-0925,160.202(c),General Provisions,Requirement,N/A,provision of the joint notice to an individual by any one of the covered entities included in the joint notice will satisfy the provision r equir ementof paragraph.,provision of the joint notice to an individual by any one of the covered entities included in the joint notice will satisfy the provision r equir ementof paragraph.,,No
HIPAA-0926,160.202(c),General Provisions,Requirement,N/A,Of this section with r espect to all others covered by the joint notice.,of this section with r espect to all others covered by the joint notice.,,No
HIPAA-0927,160.202(c),General Provisions,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0928,160.202(3),General Provisions,Requirement,N/A,"( enhanced display) page 71 of 89[65 FR 82802 , Dec.","( enhanced display) page 71 of 89[65 FR 82802 , Dec.",,No
HIPAA-0929,160.202(3),General Provisions,Requirement,N/A,5 22 R ights to request pr ivacy pr otection f or protected health information.,5 22 R ights to request pr ivacy pr otection f or protected health information.,,No
HIPAA-0930,160.202(d),General Provisions,Requirement,N/A,Of this section for covered entities that par ticipate in an or ganiz ed health care arrangement to issue a joint notice may not be construed to remo ve any obligations or duties of entities cr eating or maintaining records subject to42 U.,of this section for covered entities that par ticipate in an or ganiz ed health care arrangement to issue a joint notice may not be construed to remo ve any obligations or duties of entities cr eating or maintaining records subject to42 U.,,No
HIPAA-0931,160.202(d),General Provisions,Requirement,N/A,"290dd-2 , or to remo ve any rights of patients who are the subjects of such records.","290dd-2 , or to remo ve any rights of patients who are the subjects of such records.",,No
HIPAA-0932,160.202(e),General Provisions,Requirement,N/A,"A covered entity must document compliance with the notice requirements, as required by§ 164.","A covered entity must document compliance with the notice requirements, as required by§ 164.",,No
HIPAA-0933,160.202(j),General Provisions,Requirement,N/A,", by retaining copies of the notices issued by the covered entity and, if applicable, any written acknowledgments of r eceiptof the notice or documentation of good faith effor ts to obtain such written acknowledgment, in accor dance with paragraph.",", by retaining copies of the notices issued by the covered entity and, if applicable, any written acknowledgments of r eceiptof the notice or documentation of good faith effor ts to obtain such written acknowledgment, in accor dance with paragraph.",,No
HIPAA-0934,160.202(1),General Provisions,Requirement,N/A,Standar d: Rightof an individual to request r estriction of uses and disclosures.,Standar d: Rightof an individual to request r estriction of uses and disclosures.,,No
HIPAA-0935,160.202(i),General Provisions,Requirement,N/A,"A covered entity must permit an individual to request that the covered entity r estrict: (A)Uses or disclosures of protected health information about the individual to carry out treatment, payment, or health care oper ations; and (B)disclosures permitted under § 164.","A covered entity must permit an individual to request that the covered entity r estrict: (A)Uses or disclosures of protected health information about the individual to carry out treatment, payment, or health care oper ations; and (B)disclosures permitted under § 164.",,No
HIPAA-0936,160.202(vi),General Provisions,Requirement,N/A,"Of this section, a covered entity is not required to agree to a r estriction.","of this section, a covered entity is not required to agree to a r estriction.",,No
HIPAA-0937,160.202(iii),General Provisions,Requirement,N/A,A covered entity that agrees to a r estriction under paragraph.,A covered entity that agrees to a r estriction under paragraph.,,No
HIPAA-0938,160.202(i),General Provisions,Requirement,N/A,"Of this section may not use or disclose protected health information in violation of such r estriction, except that, if the individual who requested the r estriction is in need of Emergency treatment and the r estricted protected health information is needed to provide the Emergency treatment, the covered entity may use the r estricted protected health information, or may disclose such information to a health care provider , to provide such treatment to the individual.","of this section may not use or disclose protected health information in violation of such r estriction, except that, if the individual who requested the r estriction is in need of Emergency treatment and the r estricted protected health information is needed to provide the Emergency treatment, the covered entity may use the r estricted protected health information, or may disclose such information to a health care provider , to provide such treatment to the individual.",,No
HIPAA-0939,160.202(iv),General Provisions,Requirement,N/A,If restricted protected health information is disclosed to a health care provider for Emergency treatment under paragraph.,If restricted protected health information is disclosed to a health care provider for Emergency treatment under paragraph.,,No
HIPAA-0940,160.202(iii),General Provisions,Requirement,N/A,"Of this section, the covered entity must request that such health care provider not further use or disclose the information.","of this section, the covered entity must request that such health care provider not further use or disclose the information.",,No
HIPAA-0941,160.202(v),General Provisions,Requirement,N/A,A restriction agreed to by a covered entity under paragraph.,A restriction agreed to by a covered entity under paragraph.,,No
HIPAA-0942,160.202(a),General Provisions,Requirement,N/A,"Of this section, is not eff ectiv e under this subpart to prevent uses or disclosures permitted or required under § 164.","of this section, is not eff ectiv e under this subpart to prevent uses or disclosures permitted or required under § 164.",,No
HIPAA-0943,160.202(vi),General Provisions,Requirement,N/A,"A covered entity must agr ee to the requestof an individual to restrict disclosure of protected health information about the individual to a health plan if: (A)The disclosure is for the purpose of carrying out paymentor health care oper ations and is notother wise required by law; and (B)The protected health information per tains solely to a health care item or service for which the individual, or person other than the health plan on behalf of the individual, has paid the covered entity in full.","A covered entity must agr ee to the requestof an individual to restrict disclosure of protected health information about the individual to a health plan if: (A)The disclosure is for the purpose of carrying out paymentor health care oper ations and is notother wise required by law; and (B)The protected health information per tains solely to a health care item or service for which the individual, or person other than the health plan on behalf of the individual, has paid the covered entity in full.",,No
HIPAA-0944,160.202(vi),General Provisions,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0945,160.202(1),General Provisions,Requirement,N/A,"(v i)(B) ( enhanced display) page 72 of 89[65 FR 82802 , Dec.","(v i)(B) ( enhanced display) page 72 of 89[65 FR 82802 , Dec.",,No
HIPAA-0946,160.202(1),General Provisions,Requirement,N/A,5 24 A ccess of indi viduals to protected health information.,5 24 A ccess of indi viduals to protected health information.,,No
HIPAA-0947,160.202(2),General Provisions,Implementation Specification,N/A,S: T erminating a r estriction.,Implementation specifications: T erminating a r estriction.,,No
HIPAA-0948,160.202(2),General Provisions,Requirement,N/A,"A covered entity may terminate a r estriction, if:.","A covered entity may terminate a r estriction, if:.",,No
HIPAA-0949,160.202(i),General Provisions,Requirement,N/A,The individual agrees to or requests the termination in writing;.,The individual agrees to or requests the termination in writing;.,,No
HIPAA-0950,160.202(ii),General Provisions,Requirement,N/A,The individual or ally agrees to the termination and the or al agreement is documented; or.,The individual or ally agrees to the termination and the or al agreement is documented; or.,,No
HIPAA-0951,160.202(iii),General Provisions,Requirement,N/A,"The covered entity informs the individual that it is terminating its agreement to a r estriction, except that such termination is: (A)Not eff ectiv e for protected health information r estricted under paragraph.","The covered entity informs the individual that it is terminating its agreement to a r estriction, except that such termination is: (A)Not eff ectiv e for protected health information r estricted under paragraph.",,No
HIPAA-0952,160.202(vi),General Provisions,Requirement,N/A,Of this section; and (B)Only eff ectiv e with r espect to protected health information created or received after it has so informed the individual.,of this section; and (B)Only eff ectiv e with r espect to protected health information created or received after it has so informed the individual.,,No
HIPAA-0953,160.202(3),General Provisions,Requirement,N/A,A covered entity must document a r estriction in accor dance with § 160.,A covered entity must document a r estriction in accor dance with § 160.,,No
HIPAA-0954,160.202(1),General Provisions,Requirement,N/A,Standar d: Confidential communications requirements.,Standar d: Confidential communications requirements.,,No
HIPAA-0955,160.202(i),General Provisions,Requirement,N/A,A covered health care provider must permit individuals to request and must accommodate reasonable requests by individuals to receiv e communications of protected health information from the covered health care provider by alternativ e means or at alternativ e locations.,A covered health care provider must permit individuals to request and must accommodate reasonable requests by individuals to receiv e communications of protected health information from the covered health care provider by alternativ e means or at alternativ e locations.,,No
HIPAA-0956,160.202(ii),General Provisions,Requirement,N/A,"A health plan must permit individuals to request and must accommodate reasonable requests by individuals to receiv e communications of protected health information from the health plan by alternativ e means or at alternativ e locations, if the individual clearly states that the disclosure of all or par tof that information could endanger the individual.","A health plan must permit individuals to request and must accommodate reasonable requests by individuals to receiv e communications of protected health information from the health plan by alternativ e means or at alternativ e locations, if the individual clearly states that the disclosure of all or par tof that information could endanger the individual.",,No
HIPAA-0957,160.202(2),General Provisions,Implementation Specification,N/A,S: Conditions on pr oviding confidential communications.,Implementation specifications: Conditions on pr oviding confidential communications.,,No
HIPAA-0958,160.202(i),General Provisions,Requirement,N/A,A covered entity may requir e the individual to mak e a request for a confidential communication described in paragraph.,A covered entity may requir e the individual to mak e a request for a confidential communication described in paragraph.,,No
HIPAA-0959,160.202(ii),General Provisions,Requirement,N/A,"A covered entity may condition the provision of a reasonable accommodation on: (A)When appropriate, information as to how payment, if any , will be handled; and (B)Specification of an alternativ e addr ess or other method of contact.","A covered entity may condition the provision of a reasonable accommodation on: (A)When appropriate, information as to how payment, if any , will be handled; and (B)Specification of an alternativ e addr ess or other method of contact.",,No
HIPAA-0960,160.202(iii),General Provisions,Requirement,N/A,A covered health care provider may not r equir e an explanation from the individual as to the basis for the request as a condition of pr oviding communications on a confidential basis.,A covered health care provider may not r equir e an explanation from the individual as to the basis for the request as a condition of pr oviding communications on a confidential basis.,,No
HIPAA-0961,160.202(iv),General Provisions,Requirement,N/A,A health plan may requir e that a request contain a statement that disclosure of all or par tof the information to which the request per tains could endanger the individual.,A health plan may requir e that a request contain a statement that disclosure of all or par tof the information to which the request per tains could endanger the individual.,,No
HIPAA-0962,160.202(a),General Provisions,Requirement,N/A,Standar d: Access to protected health information —45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,Standar d: Access to protected health information —45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0963,160.202(3),General Provisions,Requirement,N/A,"Of this section, an individual has a rightof access to inspect and obtain a cop y of protected health information about the individual in a designated r ecor d set, for as long as the protected health information is maintained in the designated r ecor d set, except for:.","of this section, an individual has a rightof access to inspect and obtain a cop y of protected health information about the individual in a designated r ecor d set, for as long as the protected health information is maintained in the designated r ecor d set, except for:.",,No
HIPAA-0964,160.202(ii),General Provisions,Requirement,N/A,"Information compiled in reasonable anticipation of, or for use in, a civil, criminal, or administrative action or pr oceeding.","Information compiled in reasonable anticipation of, or for use in, a civil, criminal, or administrative action or pr oceeding.",,No
HIPAA-0965,160.202(2),General Provisions,Requirement,N/A,"A covered entity may deny an individual access without pr oviding the individual an oppor tunity for review , in the following cir cumstances.","A covered entity may deny an individual access without pr oviding the individual an oppor tunity for review , in the following cir cumstances.",,No
HIPAA-0966,160.202(i),General Provisions,Requirement,N/A,The protected health information is excepted from the rightof access by paragraph.,The protected health information is excepted from the rightof access by paragraph.,,No
HIPAA-0967,160.202(ii),General Provisions,Requirement,N/A,"A covered entity that is a correctional institution or a covered health care provider acting under the dir ection of the correctional institution may deny , in whole or in par t, an inmate 's request to obtain a cop y of protected health information, if obtaining such cop y would jeopar dize the health, safety, security , custody, or r ehabilitation of the individual or of other inmates, or the safety of any officer , emplo yee, or other person at the correctional institution or r esponsible for the tr anspor ting of the inmate.","A covered entity that is a correctional institution or a covered health care provider acting under the dir ection of the correctional institution may deny , in whole or in par t, an inmate 's request to obtain a cop y of protected health information, if obtaining such cop y would jeopar dize the health, safety, security , custody, or r ehabilitation of the individual or of other inmates, or the safety of any officer , emplo yee, or other person at the correctional institution or r esponsible for the tr anspor ting of the inmate.",,No
HIPAA-0968,160.202(iii),General Provisions,Requirement,N/A,"An individual's access to protected health information created or obtained by a covered health care provider in the course of research that includes treatment may be tempor arily suspended for as long as the research is in pr ogress, provided that the individual has agreed to the denial of access when consenting to par ticipate in the research that includes treatment, and the covered health care provider has informed the individual that the rightof access will be reinstated upon completion of the r esear ch.","An individual's access to protected health information created or obtained by a covered health care provider in the course of research that includes treatment may be tempor arily suspended for as long as the research is in pr ogress, provided that the individual has agreed to the denial of access when consenting to par ticipate in the research that includes treatment, and the covered health care provider has informed the individual that the rightof access will be reinstated upon completion of the r esear ch.",,No
HIPAA-0969,160.202(iv),General Provisions,Requirement,N/A,"An individual's access to protected health information that is contained in records that are subject to the privacy Act, 5 U.","An individual's access to protected health information that is contained in records that are subject to the privacy Act, 5 U.",,No
HIPAA-0970,160.202(iv),General Provisions,Requirement,N/A,"552a , may be denied, if the denial of access under the Privacy Act would meet the requirements of that law.","552a , may be denied, if the denial of access under the Privacy Act would meet the requirements of that law.",,No
HIPAA-0971,160.202(v),General Provisions,Requirement,N/A,An individual's access may be denied if the protected health information was obtained from someone other than a health care provider under a pr omise of confidentiality and the access requested would be r easonably lik ely to reveal the sour ce of the information.,An individual's access may be denied if the protected health information was obtained from someone other than a health care provider under a pr omise of confidentiality and the access requested would be r easonably lik ely to reveal the sour ce of the information.,,No
HIPAA-0972,160.202(3),General Provisions,Requirement,N/A,"A covered entity may deny an individual access, provided that the individual is giv en a right to ha ve such denials reviewed, as required by paragraph.","A covered entity may deny an individual access, provided that the individual is giv en a right to ha ve such denials reviewed, as required by paragraph.",,No
HIPAA-0973,160.202(i),General Provisions,Requirement,N/A,"A licensed health care professional has determined, in the ex ercise of pr ofessional judgment, that the access requested is r easonably lik ely to endanger the lif e or physical safety of the individual or another person;.","A licensed health care professional has determined, in the ex ercise of pr ofessional judgment, that the access requested is r easonably lik ely to endanger the lif e or physical safety of the individual or another person;.",,No
HIPAA-0974,160.202(ii),General Provisions,Requirement,N/A,"The protected health information mak es reference to another person (unless such other person is a health care provider) and a licensed health care professional has determined, in the exercise of pr ofessional judgment, that the access requested is r easonably lik ely to cause substantial harm to such other person; or45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.","The protected health information mak es reference to another person (unless such other person is a health care provider) and a licensed health care professional has determined, in the exercise of pr ofessional judgment, that the access requested is r easonably lik ely to cause substantial harm to such other person; or45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.",,No
HIPAA-0975,160.202(iii),General Provisions,Requirement,N/A,"The request for access is made by the individual's personal representative and a licensed health care professional has determined, in the ex ercise of pr ofessional judgment, that the provision of access to such personal representative is r easonably lik ely to cause substantial harm to the individual or another person.","The request for access is made by the individual's personal representative and a licensed health care professional has determined, in the ex ercise of pr ofessional judgment, that the provision of access to such personal representative is r easonably lik ely to cause substantial harm to the individual or another person.",,No
HIPAA-0976,160.202(4),General Provisions,Requirement,N/A,If access is denied on a gr ound permitted under paragraph.,If access is denied on a gr ound permitted under paragraph.,,No
HIPAA-0977,160.202(3),General Provisions,Requirement,N/A,"Of this section, the individual has the right to ha ve the denial reviewed by a licensed health care professional who is designated by the covered entity to act as a reviewing official and who did not participate in the original decision to deny.","of this section, the individual has the right to ha ve the denial reviewed by a licensed health care professional who is designated by the covered entity to act as a reviewing official and who did not participate in the original decision to deny.",,No
HIPAA-0978,160.202(3),General Provisions,Requirement,N/A,The covered entity must provide or deny access in accor dance with the determination of the reviewing official under paragraph.,The covered entity must provide or deny access in accor dance with the determination of the reviewing official under paragraph.,,No
HIPAA-0979,160.202(b),General Provisions,Implementation Specification,N/A,S: Requests for access and timely action —.,Implementation specifications: Requests for access and timely action —.,,No
HIPAA-0980,160.202(1),General Provisions,Requirement,N/A,The covered entity must permit an individual to request access to inspector to obtain a cop y of the protected health information about the individual that is maintained in a designated r ecor d set.,The covered entity must permit an individual to request access to inspector to obtain a cop y of the protected health information about the individual that is maintained in a designated r ecor d set.,,No
HIPAA-0981,160.202(1),General Provisions,Requirement,N/A,"The covered entity may requir e individuals to mak e requests for access in writing, provided that it informs individuals of such a r equir ement.","The covered entity may requir e individuals to mak e requests for access in writing, provided that it informs individuals of such a r equir ement.",,No
HIPAA-0982,160.202(ii),General Provisions,Requirement,N/A,"Of this section, the covered entity must acton a request for access no later than 30 da ys after r eceiptof the request as follows.","of this section, the covered entity must acton a request for access no later than 30 da ys after r eceiptof the request as follows.",,No
HIPAA-0983,160.202(ii),General Provisions,Requirement,N/A,"(A)If the covered entity gr ants the request, in whole or in par t, it must inform the individual of the acceptance of the request and provide the access requested, in accor dance with paragraph.","(A)If the covered entity gr ants the request, in whole or in par t, it must inform the individual of the acceptance of the request and provide the access requested, in accor dance with paragraph.",,No
HIPAA-0984,160.202(c),General Provisions,Requirement,N/A,"(B)If the covered entity denies the request, in whole or in par t, it must provide the individual with a written denial, in accor dance with paragraph.","(B)If the covered entity denies the request, in whole or in par t, it must provide the individual with a written denial, in accor dance with paragraph.",,No
HIPAA-0985,160.202(ii),General Provisions,Requirement,N/A,If the covered entity is unable to tak e an action required by paragraph.,If the covered entity is unable to tak e an action required by paragraph.,,No
HIPAA-0986,160.202(i),General Provisions,Requirement,N/A,(A) or(B)of this section within the time required by paragraph.,(A) or(B)of this section within the time required by paragraph.,,No
HIPAA-0987,160.202(i),General Provisions,Requirement,N/A,"Of this section, as applicable, the covered entity may extend the time for such actions by no more than 30 da ys, provided that: (A)The covered entity , within the time limit set by paragraph.","of this section, as applicable, the covered entity may extend the time for such actions by no more than 30 da ys, provided that: (A)The covered entity , within the time limit set by paragraph.",,No
HIPAA-0988,160.202(i),General Provisions,Requirement,N/A,"Of this section, as applicable, provides the individual with a written statementof the reasons for the dela y and the date by which the covered entity will complete its action on the request; and (B)The covered entity may have only one such extension of time for action on a request for access.","of this section, as applicable, provides the individual with a written statementof the reasons for the dela y and the date by which the covered entity will complete its action on the request; and (B)The covered entity may have only one such extension of time for action on a request for access.",,No
HIPAA-0989,160.202(c),General Provisions,Implementation Specification,N/A,S: provision of access.,Implementation specifications: provision of access.,,No
HIPAA-0990,160.202(c),General Provisions,Requirement,N/A,"If the covered entity provides an individual with access, in whole or in par t, to protected health information, the covered entity must comply with the following requirements.","If the covered entity provides an individual with access, in whole or in par t, to protected health information, the covered entity must comply with the following requirements.",,No
HIPAA-0991,160.202(1),General Provisions,Requirement,N/A,"The covered entity must provide the access requested by individuals, including inspection or obtaining a cop y, or both, of the protected health information about them in designated r ecor d sets.","The covered entity must provide the access requested by individuals, including inspection or obtaining a cop y, or both, of the protected health information about them in designated r ecor d sets.",,No
HIPAA-0992,160.202(1),General Provisions,Requirement,N/A,"If the same protected health information that is the subjectof a request for access is maintained in more than one designated r ecor d setor at more than one location, the covered entity need only pr oduce the protected health information once in r esponse to a request for access.","If the same protected health information that is the subjectof a request for access is maintained in more than one designated r ecor d setor at more than one location, the covered entity need only pr oduce the protected health information once in r esponse to a request for access.",,No
HIPAA-0993,160.202(2),General Provisions,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0994,160.202(i),General Provisions,Requirement,N/A,"The covered entity must provide the individual with access to the protected health information in the form and format requested by the individual, if it is r eadily pr oducible in such form and format; or , if not, in a r eadable har d cop y form or such other form and format as agreed to by the covered entity and the individual.","The covered entity must provide the individual with access to the protected health information in the form and format requested by the individual, if it is r eadily pr oducible in such form and format; or , if not, in a r eadable har d cop y form or such other form and format as agreed to by the covered entity and the individual.",,No
HIPAA-0995,160.202(i),General Provisions,Requirement,N/A,"Of this section, if the protected health information that is the subjectof a request for access is maintained in one or more designated r ecor d sets electronically and if the individual requests an electronic cop y of such information, the covered entity must provide the individual with access to the protected health information in the electronic form and format requested by the individual, if it is r eadily pr oducible in such form and format; or , if not, in a r eadable electronic form and format as agreed to by the covered entity and the individual.","of this section, if the protected health information that is the subjectof a request for access is maintained in one or more designated r ecor d sets electronically and if the individual requests an electronic cop y of such information, the covered entity must provide the individual with access to the protected health information in the electronic form and format requested by the individual, if it is r eadily pr oducible in such form and format; or , if not, in a r eadable electronic form and format as agreed to by the covered entity and the individual.",,No
HIPAA-0996,160.202(iii),General Provisions,Requirement,N/A,"The covered entity may provide the individual with a Summary of the protected health information requested, in lieu of pr oviding access to the protected health information or may provide an explanation of the protected health information to which access has been provided, if: (A)The individual agrees in adv ance to such a Summary or explanation; and (B)The individual agrees in adv ance to the fees imposed, if any , by the covered entity for such Summary or explanation.","The covered entity may provide the individual with a Summary of the protected health information requested, in lieu of pr oviding access to the protected health information or may provide an explanation of the protected health information to which access has been provided, if: (A)The individual agrees in adv ance to such a Summary or explanation; and (B)The individual agrees in adv ance to the fees imposed, if any , by the covered entity for such Summary or explanation.",,No
HIPAA-0997,160.202(i),General Provisions,Requirement,N/A,The covered entity must provide the access as requested by the individual in a timely manner as required by paragraph.,The covered entity must provide the access as requested by the individual in a timely manner as required by paragraph.,,No
